Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response
4545,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4546,Complete,Superior Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4547,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4548,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4549,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4550,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4551,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4552,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4553,Complete,Sheriff's Department,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4554,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4555,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4556,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4557,Complete,Superior Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4558,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4559,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4560,Complete,Sheriff's Department,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4561,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4562,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4563,Complete,Communications Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4564,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4565,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4566,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4567,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4568,Complete,Clerk of Superior Court,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4569,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4570,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4571,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4572,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4573,Complete,Prosecuting Attorney's Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4574,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4575,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4576,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4577,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4578,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4579,Complete,Prosecuting Attorney's Office,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4580,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4581,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4582,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4583,Complete,Prosecuting Attorney's Office,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4584,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4585,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4586,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4587,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4588,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4589,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4590,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4591,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4592,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4593,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4594,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4595,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4596,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4597,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4598,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4599,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4600,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4601,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4602,Complete,Prosecuting Attorney's Office,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4603,Incomplete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4604,Complete,District Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4605,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4606,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4607,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4608,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4609,Complete,Assessor-Treasurer's Office,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4610,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4611,Complete,Council's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4612,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4613,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4614,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4615,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4616,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4617,Complete,Sheriff's Department,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4618,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4619,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4620,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4621,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4622,Complete,Council's Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4623,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4624,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4625,Complete,Assigned Council,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4626,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4627,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4628,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4629,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4630,Complete,Sheriff's Department,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4631,Complete,Human Services,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4632,Complete,Prosecuting Attorney's Office,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4633,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4634,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4635,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4636,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4637,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4638,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4639,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4640,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4641,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4642,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4643,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4644,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4645,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4646,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4647,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4648,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4649,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4650,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4651,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4652,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4653,Complete,Clerk of Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4654,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4655,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4656,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4657,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4658,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4659,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4660,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4661,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4662,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4663,Complete,Prosecuting Attorney's Office,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4664,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4665,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4666,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4667,Complete,Juvenile Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4668,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4669,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4670,Complete,Assessor-Treasurer's Office,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4671,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4672,Complete,Council's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4673,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4674,Complete,Facilities Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4675,Complete,Clerk of Superior Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4676,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4677,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4678,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4679,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4680,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4681,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4682,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4683,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4684,Complete,Human Services,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4685,Complete,Human Services,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4686,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4687,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4688,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4689,Complete,Sheriff's Department,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4690,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4691,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4692,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4693,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4694,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4695,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4696,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4697,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4698,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4699,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4700,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4701,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4702,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4703,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4704,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4705,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4706,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4707,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4708,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4709,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4710,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4711,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",1
4712,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4713,Complete,Emergency Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4714,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4715,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4716,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4717,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4718,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4719,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4720,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4721,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4722,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4723,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4724,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",5
4725,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4726,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4727,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4728,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4729,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4730,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4731,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4732,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4733,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4734,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4735,Complete,Juvenile Court,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4736,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4737,Complete,District Court,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4738,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4739,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4740,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4741,Complete,District Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4742,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4743,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4744,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4745,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4746,Complete,Emergency Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4747,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4748,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4749,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4750,Complete,Finance and Performance Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4751,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4752,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4753,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4754,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4755,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4756,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4757,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4758,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4759,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4760,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4761,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4762,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4763,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4764,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4765,Complete,Juvenile Court,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4766,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4767,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4768,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4769,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4770,Complete,Juvenile Court,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4771,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4772,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4773,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4774,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4775,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4776,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4777,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4778,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4779,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4780,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4781,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4782,Complete,Prosecuting Attorney's Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4783,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4784,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4785,Complete,Council's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4786,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4787,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4788,Complete,Finance and Performance Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4789,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4790,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4791,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4792,Complete,Family Justice Center,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4793,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4794,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4795,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4
4796,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4797,Complete,Economic Development,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4798,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4799,Complete,Parks and Recreation,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4800,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3
4801,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4802,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4803,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4804,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4805,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4806,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4807,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4808,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4809,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4810,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2
4811,Complete,Clerk of Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4812,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4813,Complete,Juvenile Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4814,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4815,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4816,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1
4817,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2
4818,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
4819,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4
4820,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3
